recipe_id,recipe_name,category,category_id,preparation_time_min,calories,protein_g,carbohydrates_g,fat_g,estimated_cost_usd,dietary_tags
489,Hearty Classic Spinach & Mushroom Omelette Style 489,Breakfast,0,11,378.9,25.4,5.8,28.6,2.37,Vegetarian;Keto;Gluten-Free;High-Protein;Halal
490,Rustic Mediterranean Chickpea & Avocado Salad Style 490,Lunch,1,18,555.1,14.0,44.4,39.9,3.7,Vegan;Vegetarian;Gluten-Free;Dairy-Free;Halal
491,Crispy Black Bean Burrito Bowl with Brown Rice Style 491,Lunch,1,18,370.7,17.8,62.1,6.8,2.24,Vegan;Vegetarian;Gluten-Free;Dairy-Free;Halal
492,Smoky Garlic Butter Shrimp with Zucchini Noodles & Tomatoes Style 492,Dinner,2,17,540.5,65.1,13.5,26.4,7.54,Keto;Gluten-Free;High-Protein;Low-Carb;Halal
493,Hearty Mediterranean Chickpea & Avocado Salad Style 493,Lunch,1,17,667.8,17.0,56.7,45.9,3.99,Vegan;Vegetarian;Gluten-Free;Dairy-Free;Halal
494,Smoky Creamy Garlic Parmesan Chicken Fettuccine Style 494,Dinner,2,32,903.0,69.3,31.6,54.6,4.07,High-Protein;Halal
495,Fresh Grilled Chicken & Quinoa Harvest Bowl Style 495,Lunch,1,29,585.2,66.9,35.5,19.1,4.69,Gluten-Free;High-Protein;Halal
496,Smoky Savory Tofu & Mushroom Teriyaki Bowl Style 496,Dinner,2,22,438.9,27.1,40.4,22.0,3.96,Vegan;Vegetarian;Dairy-Free;Halal
497,Herb-Crusted Avocado & Egg Whole Wheat Toast Style 497,Breakfast,0,9,640.5,24.0,43.3,43.7,2.67,Vegetarian;Halal
498,Fresh Peanut Butter Banana Oatmeal Style 498,Breakfast,0,19,650.6,25.1,84.1,27.2,1.35,Vegan;Vegetarian;Dairy-Free;Halal
499,Roasted Turkey Avocado BLT Wrap Style 499,Lunch,1,11,884.9,57.6,60.7,49.5,5.27,High-Protein;Halal
500,Fiesta Banana Almond Protein Smoothie Style 500,Snack,3,12,360.1,18.5,49.7,11.7,1.96,Vegetarian;Gluten-Free;Halal
501,Hearty Avocado & Egg Whole Wheat Toast Style 501,Breakfast,0,19,640.5,24.0,43.3,43.7,2.67,Vegetarian;Halal
502,Savory Peanut Butter Banana Oatmeal Style 502,Breakfast,0,7,599.5,22.8,76.5,25.8,1.26,Vegan;Vegetarian;Dairy-Free;Halal
503,Golden Creamy Tomato & Mozzarella Penne Style 503,Lunch,1,21,503.1,23.6,47.0,25.4,2.23,Vegetarian;Halal
504,Fresh Creamy Tomato & Mozzarella Penne Style 504,Lunch,1,16,427.1,20.0,37.6,23.0,2.14,Vegetarian;Halal
505,Zesty Grilled Chicken & Quinoa Harvest Bowl Style 505,Lunch,1,29,613.6,75.2,31.5,19.9,4.88,Gluten-Free;High-Protein;Halal
506,Crispy Creamy Garlic Parmesan Chicken Fettuccine Style 506,Dinner,2,31,839.0,83.1,37.9,38.0,4.44,High-Protein;Halal
507,Crispy Turkey Avocado BLT Wrap Style 507,Lunch,1,10,843.2,50.9,60.8,47.8,4.93,High-Protein;Halal
508,Smoky Savory Tofu & Mushroom Teriyaki Bowl Style 508,Dinner,2,30,473.5,28.5,47.4,22.5,4.43,Vegan;Vegetarian;Dairy-Free;Halal
509,Herb-Crusted Classic Spinach & Mushroom Omelette Style 509,Breakfast,0,18,563.2,37.7,6.2,43.3,3.09,Vegetarian;Keto;Gluten-Free;High-Protein;Halal
510,Garden-Fresh Garlic Butter Shrimp with Zucchini Noodles & Tomatoes Style 510,Dinner,2,28,507.4,50.8,19.1,26.1,6.45,Keto;Gluten-Free;High-Protein;Low-Carb;Halal
511,Smoky Savory Tofu & Mushroom Teriyaki Bowl Style 511,Dinner,2,20,431.8,23.5,48.7,19.0,3.89,Vegan;Vegetarian;Dairy-Free;Halal
512,Rustic Black Bean Burrito Bowl with Brown Rice Style 512,Lunch,1,28,432.3,16.5,66.4,12.1,2.46,Vegan;Vegetarian;Gluten-Free;Dairy-Free;Halal
513,Smoky Garlic Butter Shrimp with Zucchini Noodles & Tomatoes Style 513,Dinner,2,24,486.9,56.5,16.1,23.4,6.96,Keto;Gluten-Free;High-Protein;Low-Carb;Halal
514,Garden-Fresh Strawberries & Dark Chocolate Walnut Cup Style 514,Snack,3,2,261.8,5.4,20.8,19.9,2.37,Vegan;Vegetarian;Gluten-Free;Halal
515,Smoky Avocado & Egg Whole Wheat Toast Style 515,Breakfast,0,8,637.8,23.9,42.7,43.7,2.58,Vegetarian;Halal
516,Spicy Cheddar Cheese & Boiled Egg Power Snack Style 516,Snack,3,9,262.6,18.0,3.3,19.7,1.17,Vegetarian;Keto;Gluten-Free;High-Protein;Halal
517,Smoky Mediterranean Chickpea & Avocado Salad Style 517,Lunch,1,20,538.2,14.6,49.6,35.3,3.52,Vegan;Vegetarian;Gluten-Free;Dairy-Free;Halal
518,Garden-Fresh Cheddar Cheese & Boiled Egg Power Snack Style 518,Snack,3,12,244.1,16.8,3.6,18.1,1.16,Vegetarian;Keto;Gluten-Free;High-Protein;Halal
519,Fiesta Tuna Salad Whole Wheat Wrap Style 519,Lunch,1,18,413.4,38.9,48.2,7.4,2.7,High-Protein;Halal
520,Zesty Greek Yogurt Berry Nut Bowl Style 520,Breakfast,0,7,385.6,21.8,34.6,20.5,3.18,Vegetarian;Gluten-Free;High-Protein;Halal
521,Crispy Savory Tofu & Mushroom Teriyaki Bowl Style 521,Dinner,2,25,431.7,24.1,47.2,19.3,4.03,Vegan;Vegetarian;Dairy-Free;Halal
522,Golden Pan-Seared Salmon with Garlic Butter Broccoli & Sweet Potato Style 522,Dinner,2,33,812.4,46.9,48.8,47.0,7.54,Gluten-Free;High-Protein;Halal
523,Herb-Crusted Savory Tofu & Mushroom Teriyaki Bowl Style 523,Dinner,2,22,471.1,28.2,46.3,22.7,4.15,Vegan;Vegetarian;Dairy-Free;Halal
524,Crispy Apple Slices with Natural Peanut Butter Style 524,Snack,3,9,328.8,10.5,32.8,20.4,1.07,Vegan;Vegetarian;Gluten-Free;Dairy-Free;Halal
525,Hearty Berry Chia Yogurt Parfait Style 525,Breakfast,0,12,476.1,25.6,37.9,27.6,3.49,Vegetarian;Gluten-Free;Halal
526,Fiesta Tuna Salad Whole Wheat Wrap Style 526,Lunch,1,8,402.4,35.9,47.8,7.7,2.46,High-Protein;Halal
527,Fresh Creamy Garlic Parmesan Chicken Fettuccine Style 527,Dinner,2,31,832.3,63.1,29.2,50.6,3.71,High-Protein;Halal
528,Savory Pan-Seared Salmon with Garlic Butter Broccoli & Sweet Potato Style 528,Dinner,2,35,770.5,46.0,39.1,46.9,7.33,Gluten-Free;High-Protein;Halal
529,Spicy Cheddar Cheese & Boiled Egg Power Snack Style 529,Snack,3,6,220.8,15.5,2.6,16.4,0.99,Vegetarian;Keto;Gluten-Free;High-Protein;Halal
530,Golden Creamy Tomato & Mozzarella Penne Style 530,Lunch,1,19,449.8,19.7,41.6,23.7,2.29,Vegetarian;Halal
531,Golden Grilled Chicken & Quinoa Harvest Bowl Style 531,Lunch,1,22,500.4,52.3,23.7,21.9,4.11,Gluten-Free;High-Protein;Halal
532,Garden-Fresh Turkey Avocado BLT Wrap Style 532,Lunch,1,22,770.2,54.1,44.5,45.1,4.83,High-Protein;Halal
533,Fresh Peanut Butter Banana Oatmeal Style 533,Breakfast,0,19,669.2,26.0,90.4,25.9,1.38,Vegan;Vegetarian;Dairy-Free;Halal
534,Fresh Lean Ground Beef Stir-Fry with Brown Rice & Peppers Style 534,Dinner,2,22,683.3,58.3,37.3,35.3,5.09,Gluten-Free;Dairy-Free;High-Protein;Halal
535,Herb-Crusted Creamy Garlic Parmesan Chicken Fettuccine Style 535,Dinner,2,36,1032.2,89.0,41.9,55.0,4.97,High-Protein;Halal
536,Zesty Pan-Seared Salmon with Garlic Butter Broccoli & Sweet Potato Style 536,Dinner,2,29,694.4,40.0,57.2,33.8,6.67,Gluten-Free;High-Protein;Halal
537,Savory Creamy Tomato & Mozzarella Penne Style 537,Lunch,1,24,429.3,21.1,31.3,25.8,2.58,Vegetarian;Halal
538,Hearty Banana Almond Protein Smoothie Style 538,Snack,3,2,409.3,17.2,49.4,18.6,1.83,Vegetarian;Gluten-Free;Halal
539,Fiesta Apple Slices with Natural Peanut Butter Style 539,Snack,3,8,328.8,10.5,32.8,20.4,1.07,Vegan;Vegetarian;Gluten-Free;Dairy-Free;Halal
540,Hearty Grilled Chicken & Quinoa Harvest Bowl Style 540,Lunch,1,32,466.4,49.7,28.5,16.8,3.56,Gluten-Free;High-Protein;Halal
541,Fresh Mediterranean Chickpea & Avocado Salad Style 541,Lunch,1,8,263.8,9.6,31.1,12.7,2.17,Vegan;Vegetarian;Gluten-Free;Dairy-Free;Halal
542,Fiesta Creamy Tomato & Mozzarella Penne Style 542,Lunch,1,30,627.6,30.8,62.1,30.3,2.16,Vegetarian;Halal
543,Zesty Banana Almond Protein Smoothie Style 543,Snack,3,3,675.9,15.3,52.8,48.2,2.24,Vegetarian;Gluten-Free;Halal
544,Hearty Classic Spinach & Mushroom Omelette Style 544,Breakfast,0,15,412.4,24.2,4.4,33.6,2.17,Vegetarian;Keto;Gluten-Free;High-Protein;Halal
545,Hearty Avocado & Egg Whole Wheat Toast Style 545,Breakfast,0,6,637.8,23.9,42.7,43.7,2.58,Vegetarian;Halal
546,Smoky Tuna Salad Whole Wheat Wrap Style 546,Lunch,1,17,403.3,35.9,48.0,7.7,2.5,High-Protein;Halal
547,Garden-Fresh Tuna Salad Whole Wheat Wrap Style 547,Lunch,1,18,414.8,38.5,48.0,7.8,2.62,High-Protein;Halal
548,Spicy Cheddar Cheese & Boiled Egg Power Snack Style 548,Snack,3,18,240.3,16.7,2.7,18.1,1.03,Vegetarian;Keto;Gluten-Free;High-Protein;Halal
549,Golden Tuna Salad Whole Wheat Wrap Style 549,Lunch,1,12,462.3,48.7,48.3,8.1,3.12,High-Protein;Halal
550,Fiesta Strawberries & Dark Chocolate Walnut Cup Style 550,Snack,3,0,229.1,4.6,20.1,16.6,2.27,Vegan;Vegetarian;Gluten-Free;Halal
551,Zesty Grilled Chicken & Quinoa Harvest Bowl Style 551,Lunch,1,30,610.1,67.4,30.2,23.9,4.57,Gluten-Free;High-Protein;Halal
552,Garden-Fresh Black Bean Burrito Bowl with Brown Rice Style 552,Lunch,1,21,392.0,15.3,58.3,11.7,2.23,Vegan;Vegetarian;Gluten-Free;Dairy-Free;Halal
553,Hearty Pan-Seared Salmon with Garlic Butter Broccoli & Sweet Potato Style 553,Dinner,2,28,730.7,38.9,51.1,41.3,6.61,Gluten-Free;High-Protein;Halal
554,Hearty Peanut Butter Banana Oatmeal Style 554,Breakfast,0,8,595.3,22.7,74.4,26.3,1.32,Vegan;Vegetarian;Dairy-Free;Halal
555,Savory Savory Tofu & Mushroom Teriyaki Bowl Style 555,Dinner,2,29,502.1,22.4,66.5,19.8,3.47,Vegan;Vegetarian;Dairy-Free;Halal
556,Crispy Grilled Chicken & Quinoa Harvest Bowl Style 556,Lunch,1,23,409.6,45.0,28.8,12.9,3.54,Gluten-Free;High-Protein;Halal
557,Zesty Greek Yogurt Berry Nut Bowl Style 557,Breakfast,0,12,440.0,26.0,43.6,20.8,3.99,Vegetarian;Gluten-Free;High-Protein;Halal
558,Crispy Pan-Seared Salmon with Garlic Butter Broccoli & Sweet Potato Style 558,Dinner,2,25,794.2,39.5,72.2,37.5,6.31,Gluten-Free;High-Protein;Halal
559,Herb-Crusted Peanut Butter Banana Oatmeal Style 559,Breakfast,0,10,530.0,23.3,57.0,25.2,1.04,Vegan;Vegetarian;Dairy-Free;Halal
560,Golden Berry Chia Yogurt Parfait Style 560,Breakfast,0,5,494.2,25.0,27.8,34.0,3.42,Vegetarian;Gluten-Free;Halal
561,Smoky Strawberries & Dark Chocolate Walnut Cup Style 561,Snack,3,14,265.0,5.4,21.6,19.9,2.52,Vegan;Vegetarian;Gluten-Free;Halal
562,Spicy Mediterranean Chickpea & Avocado Salad Style 562,Lunch,1,10,627.0,13.3,51.6,44.9,3.64,Vegan;Vegetarian;Gluten-Free;Dairy-Free;Halal
563,Smoky Black Bean Burrito Bowl with Brown Rice Style 563,Lunch,1,15,441.1,17.7,67.6,12.0,2.52,Vegan;Vegetarian;Gluten-Free;Dairy-Free;Halal
564,Rustic Turkey Avocado BLT Wrap Style 564,Lunch,1,10,840.0,57.1,63.4,43.8,5.24,High-Protein;Halal
565,Crispy High-Protein Tofu Breakfast Scramble Style 565,Breakfast,0,23,333.5,19.5,12.0,25.5,2.98,Vegan;Vegetarian;Gluten-Free;Dairy-Free;High-Protein;Halal
566,Hearty Turkey Avocado BLT Wrap Style 566,Lunch,1,24,879.1,56.3,61.3,49.2,5.29,High-Protein;Halal
567,Herb-Crusted Garlic Butter Shrimp with Zucchini Noodles & Tomatoes Style 567,Dinner,2,25,548.3,31.5,51.0,26.4,3.36,Keto;Gluten-Free;High-Protein;Low-Carb;Halal
568,Savory Banana Almond Protein Smoothie Style 568,Snack,3,15,485.7,22.3,53.0,23.6,2.25,Vegetarian;Gluten-Free;Halal
569,Herb-Crusted Strawberries & Dark Chocolate Walnut Cup Style 569,Snack,3,4,225.9,4.5,19.4,16.6,2.12,Vegan;Vegetarian;Gluten-Free;Halal
570,Spicy Black Bean Burrito Bowl with Brown Rice Style 570,Lunch,1,28,392.1,15.9,58.1,11.9,2.23,Vegan;Vegetarian;Gluten-Free;Dairy-Free;Halal
571,Fiesta Turkey Avocado BLT Wrap Style 571,Lunch,1,14,887.5,57.7,61.2,49.6,5.37,High-Protein;Halal
572,Garden-Fresh Avocado & Egg Whole Wheat Toast Style 572,Breakfast,0,12,579.8,23.9,51.0,33.7,2.55,Vegetarian;Halal
573,Fiesta Strawberries & Dark Chocolate Walnut Cup Style 573,Snack,3,8,257.0,5.3,19.7,19.8,2.15,Vegan;Vegetarian;Gluten-Free;Halal
574,Rustic Banana Almond Protein Smoothie Style 574,Snack,3,8,480.8,21.8,52.8,23.4,2.21,Vegetarian;Gluten-Free;Halal
575,Crispy High-Protein Tofu Breakfast Scramble Style 575,Breakfast,0,22,316.2,17.3,12.1,24.3,2.71,Vegan;Vegetarian;Gluten-Free;Dairy-Free;High-Protein;Halal
576,Savory Lean Ground Beef Stir-Fry with Brown Rice & Peppers Style 576,Dinner,2,33,530.0,43.6,34.2,25.8,4.0,Gluten-Free;Dairy-Free;High-Protein;Halal
577,Spicy Lean Ground Beef Stir-Fry with Brown Rice & Peppers Style 577,Dinner,2,24,547.0,44.0,40.8,24.2,4.01,Gluten-Free;Dairy-Free;High-Protein;Halal
578,Roasted Banana Almond Protein Smoothie Style 578,Snack,3,14,471.3,19.5,53.5,22.9,2.04,Vegetarian;Gluten-Free;Halal
579,Spicy Garlic Butter Shrimp with Zucchini Noodles & Tomatoes Style 579,Dinner,2,30,515.0,69.7,15.4,20.8,7.74,Keto;Gluten-Free;High-Protein;Low-Carb;Halal
580,Zesty Creamy Tomato & Mozzarella Penne Style 580,Lunch,1,30,449.0,21.3,39.2,24.1,2.21,Vegetarian;Halal
581,Hearty High-Protein Tofu Breakfast Scramble Style 581,Breakfast,0,25,341.4,20.0,13.0,25.7,3.05,Vegan;Vegetarian;Gluten-Free;Dairy-Free;High-Protein;Halal
582,Garden-Fresh Banana Almond Protein Smoothie Style 582,Snack,3,0,323.9,16.3,22.8,20.3,1.52,Vegetarian;Gluten-Free;Halal
583,Spicy Garlic Butter Shrimp with Zucchini Noodles & Tomatoes Style 583,Dinner,2,23,454.2,57.6,15.7,19.4,6.97,Keto;Gluten-Free;High-Protein;Low-Carb;Halal
584,Fiesta Banana Almond Protein Smoothie Style 584,Snack,3,6,1071.0,59.8,43.7,75.4,3.6,Vegetarian;Gluten-Free;Halal
585,Spicy Hearty Lentil & Vegetable Stew Style 585,Dinner,2,30,549.2,16.3,90.3,16.3,2.42,Vegan;Vegetarian;Gluten-Free;Dairy-Free;Halal
586,Spicy Black Bean Burrito Bowl with Brown Rice Style 586,Lunch,1,26,370.8,13.6,54.5,11.7,2.21,Vegan;Vegetarian;Gluten-Free;Dairy-Free;Halal
587,Spicy High-Protein Tofu Breakfast Scramble Style 587,Breakfast,0,16,294.0,19.8,12.4,20.7,2.91,Vegan;Vegetarian;Gluten-Free;Dairy-Free;High-Protein;Halal
588,Garden-Fresh Turkey Avocado BLT Wrap Style 588,Lunch,1,14,841.1,50.6,60.4,47.8,4.82,High-Protein;Halal
589,Smoky Tuna Salad Whole Wheat Wrap Style 589,Lunch,1,20,454.1,47.1,48.6,7.9,3.12,High-Protein;Halal
590,Fiesta Banana Almond Protein Smoothie Style 590,Snack,3,11,452.6,20.0,52.4,20.9,2.07,Vegetarian;Gluten-Free;Halal
591,Fresh Apple Slices with Natural Peanut Butter Style 591,Snack,3,3,240.6,6.8,29.8,12.9,0.95,Vegan;Vegetarian;Gluten-Free;Dairy-Free;Halal
592,Savory Mediterranean Chickpea & Avocado Salad Style 592,Lunch,1,14,603.9,15.8,53.3,40.6,3.79,Vegan;Vegetarian;Gluten-Free;Dairy-Free;Halal
593,Herb-Crusted Peanut Butter Banana Oatmeal Style 593,Breakfast,0,19,531.1,18.0,63.5,25.7,1.41,Vegan;Vegetarian;Dairy-Free;Halal
594,Fresh Turkey Avocado BLT Wrap Style 594,Lunch,1,16,857.2,53.3,60.2,48.4,4.94,High-Protein;Halal
595,Rustic Grilled Chicken & Quinoa Harvest Bowl Style 595,Lunch,1,22,590.0,62.7,31.1,23.4,4.35,Gluten-Free;High-Protein;Halal
596,Zesty Apple Slices with Natural Peanut Butter Style 596,Snack,3,2,328.8,10.5,32.8,20.4,1.07,Vegan;Vegetarian;Gluten-Free;Dairy-Free;Halal
597,Golden Classic Spinach & Mushroom Omelette Style 597,Breakfast,0,25,491.1,31.4,5.8,38.5,2.81,Vegetarian;Keto;Gluten-Free;High-Protein;Halal
598,Hearty Grilled Chicken & Quinoa Harvest Bowl Style 598,Lunch,1,22,578.8,64.2,26.8,23.5,4.51,Gluten-Free;High-Protein;Halal
599,Savory Apple Slices with Natural Peanut Butter Style 599,Snack,3,13,299.4,9.3,31.8,17.9,1.03,Vegan;Vegetarian;Gluten-Free;Dairy-Free;Halal
600,Zesty Mediterranean Chickpea & Avocado Salad Style 600,Lunch,1,9,644.7,15.7,52.6,45.6,3.74,Vegan;Vegetarian;Gluten-Free;Dairy-Free;Halal
601,Rustic Berry Chia Yogurt Parfait Style 601,Breakfast,0,1,451.8,21.0,39.2,26.4,3.35,Vegetarian;Gluten-Free;Halal
602,Garden-Fresh Savory Tofu & Mushroom Teriyaki Bowl Style 602,Dinner,2,24,405.2,30.8,49.7,12.8,4.59,Vegan;Vegetarian;Dairy-Free;Halal
603,Roasted Grilled Chicken & Quinoa Harvest Bowl Style 603,Lunch,1,21,595.6,72.5,31.5,19.4,4.84,Gluten-Free;High-Protein;Halal
604,Savory Turkey Avocado BLT Wrap Style 604,Lunch,1,11,1047.7,58.2,60.2,68.7,5.87,High-Protein;Halal
605,Roasted Hearty Lentil & Vegetable Stew Style 605,Dinner,2,36,409.6,18.4,72.2,7.2,2.3,Vegan;Vegetarian;Gluten-Free;Dairy-Free;Halal
606,Fresh Savory Tofu & Mushroom Teriyaki Bowl Style 606,Dinner,2,33,489.2,28.5,51.5,22.3,4.44,Vegan;Vegetarian;Dairy-Free;Halal
607,Herb-Crusted Savory Tofu & Mushroom Teriyaki Bowl Style 607,Dinner,2,27,555.2,59.4,42.5,16.8,4.83,Vegan;Vegetarian;Dairy-Free;Halal
608,Garden-Fresh Lean Ground Beef Stir-Fry with Brown Rice & Peppers Style 608,Dinner,2,21,519.4,61.6,34.2,15.6,4.49,Gluten-Free;Dairy-Free;High-Protein;Halal
609,Spicy High-Protein Tofu Breakfast Scramble Style 609,Breakfast,0,25,276.1,14.0,8.4,22.6,2.41,Vegan;Vegetarian;Gluten-Free;Dairy-Free;High-Protein;Halal
610,Savory Strawberries & Dark Chocolate Walnut Cup Style 610,Snack,3,10,264.1,6.1,13.3,23.1,2.35,Vegan;Vegetarian;Gluten-Free;Halal
611,Spicy Mediterranean Chickpea & Avocado Salad Style 611,Lunch,1,10,602.4,16.1,53.0,40.6,3.36,Vegan;Vegetarian;Gluten-Free;Dairy-Free;Halal
612,Golden Greek Yogurt Berry Nut Bowl Style 612,Breakfast,0,9,411.2,30.3,27.4,22.4,4.4,Vegetarian;Gluten-Free;High-Protein;Halal
613,Hearty Savory Tofu & Mushroom Teriyaki Bowl Style 613,Dinner,2,20,428.5,21.8,49.5,18.6,3.65,Vegan;Vegetarian;Dairy-Free;Halal
614,Zesty Hearty Lentil & Vegetable Stew Style 614,Dinner,2,44,425.8,14.8,59.5,16.0,2.21,Vegan;Vegetarian;Gluten-Free;Dairy-Free;Halal
615,Hearty Greek Yogurt Berry Nut Bowl Style 615,Breakfast,0,11,386.0,22.0,38.0,18.8,3.61,Vegetarian;Gluten-Free;High-Protein;Halal
616,Fresh Classic Spinach & Mushroom Omelette Style 616,Breakfast,0,23,286.1,13.1,4.4,25.1,1.9,Vegetarian;Keto;Gluten-Free;High-Protein;Halal
617,Smoky Lean Ground Beef Stir-Fry with Brown Rice & Peppers Style 617,Dinner,2,34,664.0,57.7,33.2,35.2,4.83,Gluten-Free;Dairy-Free;High-Protein;Halal
618,Fresh Lean Ground Beef Stir-Fry with Brown Rice & Peppers Style 618,Dinner,2,28,329.1,22.1,40.0,10.9,2.99,Gluten-Free;Dairy-Free;High-Protein;Halal
619,Hearty Avocado & Egg Whole Wheat Toast Style 619,Breakfast,0,5,500.3,11.8,42.2,34.5,2.03,Vegetarian;Halal
620,Rustic Peanut Butter Banana Oatmeal Style 620,Breakfast,0,19,618.1,23.7,82.8,24.5,1.29,Vegan;Vegetarian;Dairy-Free;Halal
621,Golden Greek Yogurt Berry Nut Bowl Style 621,Breakfast,0,10,508.9,30.3,30.5,32.8,4.34,Vegetarian;Gluten-Free;High-Protein;Halal
622,Spicy Avocado & Egg Whole Wheat Toast Style 622,Breakfast,0,9,638.7,23.9,42.9,43.7,2.61,Vegetarian;Halal
623,Fiesta Banana Almond Protein Smoothie Style 623,Snack,3,1,399.6,16.2,49.0,18.1,1.75,Vegetarian;Gluten-Free;Halal
624,Garden-Fresh Savory Tofu & Mushroom Teriyaki Bowl Style 624,Dinner,2,21,487.3,25.0,60.3,19.6,4.33,Vegan;Vegetarian;Dairy-Free;Halal
625,Hearty Banana Almond Protein Smoothie Style 625,Snack,3,13,562.4,27.7,48.4,31.8,2.13,Vegetarian;Gluten-Free;Halal
626,Fiesta Avocado & Egg Whole Wheat Toast Style 626,Breakfast,0,16,638.7,23.9,42.9,43.7,2.61,Vegetarian;Halal
627,Rustic Hearty Lentil & Vegetable Stew Style 627,Dinner,2,41,439.4,16.1,61.4,16.0,2.15,Vegan;Vegetarian;Gluten-Free;Dairy-Free;Halal
628,Crispy Grilled Chicken & Quinoa Harvest Bowl Style 628,Lunch,1,23,685.0,72.5,32.8,28.7,4.53,Gluten-Free;High-Protein;Halal
629,Smoky Garlic Butter Shrimp with Zucchini Noodles & Tomatoes Style 629,Dinner,2,22,617.7,53.3,45.8,25.8,5.84,Keto;Gluten-Free;High-Protein;Low-Carb;Halal
630,Hearty Turkey Avocado BLT Wrap Style 630,Lunch,1,21,833.4,49.4,60.6,47.4,4.78,High-Protein;Halal
631,Roasted Savory Tofu & Mushroom Teriyaki Bowl Style 631,Dinner,2,27,415.5,22.1,46.1,18.7,3.63,Vegan;Vegetarian;Dairy-Free;Halal
632,Fiesta Lean Ground Beef Stir-Fry with Brown Rice & Peppers Style 632,Dinner,2,24,616.4,54.6,28.6,33.3,4.65,Gluten-Free;Dairy-Free;High-Protein;Halal
633,Spicy Apple Slices with Natural Peanut Butter Style 633,Snack,3,12,328.8,10.5,32.8,20.4,1.07,Vegan;Vegetarian;Gluten-Free;Dairy-Free;Halal
634,Herb-Crusted Classic Spinach & Mushroom Omelette Style 634,Breakfast,0,23,313.2,12.5,4.1,28.5,1.81,Vegetarian;Keto;Gluten-Free;High-Protein;Halal
635,Garden-Fresh Classic Spinach & Mushroom Omelette Style 635,Breakfast,0,14,466.5,29.6,5.0,36.8,2.53,Vegetarian;Keto;Gluten-Free;High-Protein;Halal
636,Garden-Fresh Pan-Seared Salmon with Garlic Butter Broccoli & Sweet Potato Style 636,Dinner,2,26,851.7,48.7,55.5,47.7,7.8,Gluten-Free;High-Protein;Halal
637,Garden-Fresh Avocado & Egg Whole Wheat Toast Style 637,Breakfast,0,20,640.5,24.0,43.3,43.7,2.67,Vegetarian;Halal
638,Garden-Fresh High-Protein Tofu Breakfast Scramble Style 638,Breakfast,0,21,337.5,15.0,11.8,27.7,2.77,Vegan;Vegetarian;Gluten-Free;Dairy-Free;High-Protein;Halal
639,Fiesta Strawberries & Dark Chocolate Walnut Cup Style 639,Snack,3,7,225.9,4.5,19.4,16.6,2.12,Vegan;Vegetarian;Gluten-Free;Halal
640,Hearty Peanut Butter Banana Oatmeal Style 640,Breakfast,0,18,660.6,25.5,81.8,29.3,1.37,Vegan;Vegetarian;Dairy-Free;Halal
641,Golden Black Bean Burrito Bowl with Brown Rice Style 641,Lunch,1,28,415.1,15.7,63.0,12.0,2.51,Vegan;Vegetarian;Gluten-Free;Dairy-Free;Halal
642,Rustic Garlic Butter Shrimp with Zucchini Noodles & Tomatoes Style 642,Dinner,2,20,468.0,62.0,14.6,19.4,7.24,Keto;Gluten-Free;High-Protein;Low-Carb;Halal
643,Rustic Black Bean Burrito Bowl with Brown Rice Style 643,Lunch,1,20,473.6,19.4,73.7,12.2,2.65,Vegan;Vegetarian;Gluten-Free;Dairy-Free;Halal
644,Fresh Classic Spinach & Mushroom Omelette Style 644,Breakfast,0,10,523.0,35.2,6.1,40.0,2.97,Vegetarian;Keto;Gluten-Free;High-Protein;Halal
645,Hearty Turkey Avocado BLT Wrap Style 645,Lunch,1,13,814.4,46.6,60.2,46.7,4.58,High-Protein;Halal
646,Crispy Creamy Garlic Parmesan Chicken Fettuccine Style 646,Dinner,2,32,872.6,73.8,29.2,50.1,4.17,High-Protein;Halal
647,Golden Avocado & Egg Whole Wheat Toast Style 647,Breakfast,0,18,497.7,11.5,42.6,34.2,2.08,Vegetarian;Halal
648,Garden-Fresh Peanut Butter Banana Oatmeal Style 648,Breakfast,0,9,491.9,16.6,60.1,23.5,1.44,Vegan;Vegetarian;Dairy-Free;Halal
649,Crispy Apple Slices with Natural Peanut Butter Style 649,Snack,3,13,270.0,8.0,30.8,15.4,0.99,Vegan;Vegetarian;Gluten-Free;Dairy-Free;Halal
650,Spicy High-Protein Tofu Breakfast Scramble Style 650,Breakfast,0,16,341.1,19.7,13.7,25.5,3.06,Vegan;Vegetarian;Gluten-Free;Dairy-Free;High-Protein;Halal
651,Crispy Classic Spinach & Mushroom Omelette Style 651,Breakfast,0,17,351.8,28.8,5.3,24.2,2.36,Vegetarian;Keto;Gluten-Free;High-Protein;Halal
652,Golden Cheddar Cheese & Boiled Egg Power Snack Style 652,Snack,3,18,192.4,11.8,2.4,15.2,0.8,Vegetarian;Keto;Gluten-Free;High-Protein;Halal
653,Smoky Hearty Lentil & Vegetable Stew Style 653,Dinner,2,43,523.1,17.5,69.9,21.1,2.28,Vegan;Vegetarian;Gluten-Free;Dairy-Free;Halal
654,Golden Creamy Garlic Parmesan Chicken Fettuccine Style 654,Dinner,2,29,883.9,72.6,34.4,49.6,4.13,High-Protein;Halal
655,Smoky Hearty Lentil & Vegetable Stew Style 655,Dinner,2,40,527.1,18.1,70.1,21.1,2.26,Vegan;Vegetarian;Gluten-Free;Dairy-Free;Halal
