recipe_id,recipe_name,category,category_id,preparation_time_min,calories,protein_g,carbohydrates_g,fat_g,estimated_cost_usd,dietary_tags
168,Fresh Pan-Seared Salmon with Garlic Butter Broccoli & Sweet Potato Style 168,Dinner,2,39,735.9,45.4,35.6,46.4,10.26,Gluten-Free;High-Protein;Halal
169,Rustic Hearty Lentil & Vegetable Stew Style 169,Dinner,2,39,411.5,15.8,65.7,11.1,2.58,Vegan;Vegetarian;Gluten-Free;Dairy-Free;Halal
170,Zesty Savory Tofu & Mushroom Teriyaki Bowl Style 170,Dinner,2,26,484.3,29.3,49.7,22.4,4.59,Vegan;Vegetarian;Dairy-Free;Halal
171,Roasted Turkey Avocado BLT Wrap Style 171,Lunch,1,14,818.0,46.8,60.9,46.7,4.7,High-Protein;Halal
172,Crispy Peanut Butter Banana Oatmeal Style 172,Breakfast,0,17,658.6,25.7,82.9,28.3,1.47,Vegan;Vegetarian;Dairy-Free;Halal
173,Zesty Garlic Butter Shrimp with Zucchini Noodles & Tomatoes Style 173,Dinner,2,25,465.1,50.3,13.7,24.6,5.86,Keto;Gluten-Free;High-Protein;Low-Carb;Halal
174,Golden Banana Almond Protein Smoothie Style 174,Snack,3,15,477.6,21.8,54.0,22.3,2.23,Vegetarian;Gluten-Free;Halal
175,Rustic Apple Slices with Natural Peanut Butter Style 175,Snack,3,1,240.6,6.8,29.8,12.9,0.95,Vegan;Vegetarian;Gluten-Free;Dairy-Free;Halal
176,Fresh Lean Ground Beef Stir-Fry with Brown Rice & Peppers Style 176,Dinner,2,27,598.9,49.3,37.9,29.4,4.54,Gluten-Free;Dairy-Free;High-Protein;Halal
177,Fresh Greek Yogurt Berry Nut Bowl Style 177,Breakfast,0,7,480.3,27.2,43.1,25.3,4.29,Vegetarian;Gluten-Free;High-Protein;Halal
178,Fresh Greek Yogurt Berry Nut Bowl Style 178,Breakfast,0,13,469.3,30.5,36.9,25.0,4.09,Vegetarian;Gluten-Free;High-Protein;Halal
179,Smoky Garlic Butter Shrimp with Zucchini Noodles & Tomatoes Style 179,Dinner,2,30,528.2,64.0,15.6,24.9,7.48,Keto;Gluten-Free;High-Protein;Low-Carb;Halal
180,Crispy Garlic Butter Shrimp with Zucchini Noodles & Tomatoes Style 180,Dinner,2,23,515.9,58.4,14.9,26.2,6.71,Keto;Gluten-Free;High-Protein;Low-Carb;Halal
181,Spicy Banana Almond Protein Smoothie Style 181,Snack,3,6,663.4,39.9,49.6,36.2,2.81,Vegetarian;Gluten-Free;Halal
182,Golden Hearty Lentil & Vegetable Stew Style 182,Dinner,2,42,477.2,16.7,70.1,16.1,2.2,Vegan;Vegetarian;Gluten-Free;Dairy-Free;Halal
183,Smoky Turkey Avocado BLT Wrap Style 183,Lunch,1,16,892.8,57.3,62.2,49.6,5.3,High-Protein;Halal
184,Rustic Savory Tofu & Mushroom Teriyaki Bowl Style 184,Dinner,2,27,500.5,29.0,52.5,22.8,4.28,Vegan;Vegetarian;Dairy-Free;Halal
185,Savory Greek Yogurt Berry Nut Bowl Style 185,Breakfast,0,5,453.5,26.1,38.2,24.8,4.01,Vegetarian;Gluten-Free;High-Protein;Halal
186,Fiesta Lean Ground Beef Stir-Fry with Brown Rice & Peppers Style 186,Dinner,2,22,728.4,63.7,35.8,38.7,5.41,Gluten-Free;Dairy-Free;High-Protein;Halal
187,Fresh Cheddar Cheese & Boiled Egg Power Snack Style 187,Snack,3,8,198.6,11.7,3.1,15.7,0.9,Vegetarian;Keto;Gluten-Free;High-Protein;Halal
188,Crispy Greek Yogurt Berry Nut Bowl Style 188,Breakfast,0,10,508.6,30.3,43.8,26.7,3.74,Vegetarian;Gluten-Free;High-Protein;Halal
189,Spicy Black Bean Burrito Bowl with Brown Rice Style 189,Lunch,1,20,387.5,20.1,34.7,20.7,3.23,Vegan;Vegetarian;Gluten-Free;Dairy-Free;Halal
190,Fiesta Creamy Garlic Parmesan Chicken Fettuccine Style 190,Dinner,2,35,942.2,84.5,32.3,51.1,4.64,High-Protein;Halal
191,Crispy Avocado & Egg Whole Wheat Toast Style 191,Breakfast,0,15,585.9,22.0,79.8,22.4,2.86,Vegetarian;Halal
192,Fresh Black Bean Burrito Bowl with Brown Rice Style 192,Lunch,1,24,422.9,16.8,64.8,11.9,3.15,Vegan;Vegetarian;Gluten-Free;Dairy-Free;Halal
193,Fiesta Peanut Butter Banana Oatmeal Style 193,Breakfast,0,18,667.2,26.2,87.2,27.1,1.25,Vegan;Vegetarian;Dairy-Free;Halal
194,Spicy Savory Tofu & Mushroom Teriyaki Bowl Style 194,Dinner,2,31,495.2,28.6,53.8,22.0,4.55,Vegan;Vegetarian;Dairy-Free;Halal
195,Fresh Avocado & Egg Whole Wheat Toast Style 195,Breakfast,0,11,726.0,24.1,66.4,44.0,3.15,Vegetarian;Halal
196,Spicy Apple Slices with Natural Peanut Butter Style 196,Snack,3,12,299.4,9.3,31.8,17.9,1.03,Vegan;Vegetarian;Gluten-Free;Dairy-Free;Halal
197,Roasted High-Protein Tofu Breakfast Scramble Style 197,Breakfast,0,16,301.1,17.2,10.4,23.6,2.79,Vegan;Vegetarian;Gluten-Free;Dairy-Free;High-Protein;Halal
198,Savory Apple Slices with Natural Peanut Butter Style 198,Snack,3,-1,270.0,8.0,30.8,15.4,0.99,Vegan;Vegetarian;Gluten-Free;Dairy-Free;Halal
199,Spicy Avocado & Egg Whole Wheat Toast Style 199,Breakfast,0,18,641.4,24.1,43.5,43.8,2.7,Vegetarian;Halal
200,Crispy Turkey Avocado BLT Wrap Style 200,Lunch,1,15,594.8,46.4,48.2,25.4,3.56,High-Protein;Halal
201,Crispy Savory Tofu & Mushroom Teriyaki Bowl Style 201,Dinner,2,32,458.3,24.7,49.7,20.7,3.77,Vegan;Vegetarian;Dairy-Free;Halal
202,Hearty Mediterranean Chickpea & Avocado Salad Style 202,Lunch,1,7,581.0,14.5,49.2,40.3,3.54,Vegan;Vegetarian;Gluten-Free;Dairy-Free;Halal
203,Hearty Mediterranean Chickpea & Avocado Salad Style 203,Lunch,1,13,360.2,10.0,32.6,22.8,2.42,Vegan;Vegetarian;Gluten-Free;Dairy-Free;Halal
204,Herb-Crusted Greek Yogurt Berry Nut Bowl Style 204,Breakfast,0,10,479.1,27.2,42.8,25.3,4.27,Vegetarian;Gluten-Free;High-Protein;Halal
205,Rustic Mediterranean Chickpea & Avocado Salad Style 205,Lunch,1,12,630.0,17.3,57.9,41.0,3.96,Vegan;Vegetarian;Gluten-Free;Dairy-Free;Halal
206,Fiesta Cheddar Cheese & Boiled Egg Power Snack Style 206,Snack,3,15,244.1,16.8,3.6,18.1,1.16,Vegetarian;Keto;Gluten-Free;High-Protein;Halal
207,Golden Garlic Butter Shrimp with Zucchini Noodles & Tomatoes Style 207,Dinner,2,29,444.5,58.6,14.1,18.6,7.2,Keto;Gluten-Free;High-Protein;Low-Carb;Halal
208,Roasted Greek Yogurt Berry Nut Bowl Style 208,Breakfast,0,11,1615.2,7.8,33.9,166.7,4.33,Vegetarian;Gluten-Free;High-Protein;Halal
209,Roasted Avocado & Egg Whole Wheat Toast Style 209,Breakfast,0,11,639.6,24.0,43.1,43.7,2.64,Vegetarian;Halal
210,Garden-Fresh Apple Slices with Natural Peanut Butter Style 210,Snack,3,8,270.0,8.0,30.8,15.4,0.99,Vegan;Vegetarian;Gluten-Free;Dairy-Free;Halal
211,Zesty Black Bean Burrito Bowl with Brown Rice Style 211,Lunch,1,21,379.4,14.1,56.3,11.7,2.33,Vegan;Vegetarian;Gluten-Free;Dairy-Free;Halal
212,Hearty Pan-Seared Salmon with Garlic Butter Broccoli & Sweet Potato Style 212,Dinner,2,40,819.5,48.9,56.2,43.7,7.88,Gluten-Free;High-Protein;Halal
213,Savory Creamy Garlic Parmesan Chicken Fettuccine Style 213,Dinner,2,25,946.4,80.6,31.1,54.4,4.77,High-Protein;Halal
214,Roasted Tuna Salad Whole Wheat Wrap Style 214,Lunch,1,12,463.1,50.2,47.6,7.7,3.14,High-Protein;Halal
215,Roasted Hearty Lentil & Vegetable Stew Style 215,Dinner,2,35,380.5,17.2,79.7,1.1,2.29,Vegan;Vegetarian;Gluten-Free;Dairy-Free;Halal
216,Garden-Fresh High-Protein Tofu Breakfast Scramble Style 216,Breakfast,0,12,367.5,17.4,13.6,29.3,2.91,Vegan;Vegetarian;Gluten-Free;Dairy-Free;High-Protein;Halal
217,Zesty Strawberries & Dark Chocolate Walnut Cup Style 217,Snack,3,-1,238.3,6.2,13.5,20.0,2.4,Vegan;Vegetarian;Gluten-Free;Halal
218,Roasted Grilled Chicken & Quinoa Harvest Bowl Style 218,Lunch,1,33,551.9,65.2,33.5,17.9,4.42,Gluten-Free;High-Protein;Halal
219,Zesty Classic Spinach & Mushroom Omelette Style 219,Breakfast,0,15,455.2,31.4,5.8,34.5,2.77,Vegetarian;Keto;Gluten-Free;High-Protein;Halal
220,Savory Peanut Butter Banana Oatmeal Style 220,Breakfast,0,7,615.1,23.5,82.6,24.4,1.28,Vegan;Vegetarian;Dairy-Free;Halal
221,Crispy Turkey Avocado BLT Wrap Style 221,Lunch,1,11,834.2,49.4,60.8,47.4,4.81,High-Protein;Halal
222,Crispy Avocado & Egg Whole Wheat Toast Style 222,Breakfast,0,18,638.7,23.9,42.9,43.7,2.61,Vegetarian;Halal
223,Smoky Cheddar Cheese & Boiled Egg Power Snack Style 223,Snack,3,4,284.2,19.3,3.8,21.4,1.27,Vegetarian;Keto;Gluten-Free;High-Protein;Halal
224,Hearty Mediterranean Chickpea & Avocado Salad Style 224,Lunch,1,8,612.6,21.5,62.0,36.0,4.07,Vegan;Vegetarian;Gluten-Free;Dairy-Free;Halal
225,Golden Berry Chia Yogurt Parfait Style 225,Breakfast,0,9,411.1,19.5,30.2,26.3,2.97,Vegetarian;Gluten-Free;Halal
226,Fresh Berry Chia Yogurt Parfait Style 226,Breakfast,0,4,445.2,21.7,38.4,25.7,3.55,Vegetarian;Gluten-Free;Halal
227,Roasted Avocado & Egg Whole Wheat Toast Style 227,Breakfast,0,17,637.8,23.9,42.7,43.7,2.58,Vegetarian;Halal
228,Zesty Creamy Tomato & Mozzarella Penne Style 228,Lunch,1,27,461.6,24.2,47.6,20.9,2.4,Vegetarian;Halal
229,Smoky Avocado & Egg Whole Wheat Toast Style 229,Breakfast,0,9,638.7,23.9,42.9,43.7,2.61,Vegetarian;Halal
230,Golden Pan-Seared Salmon with Garlic Butter Broccoli & Sweet Potato Style 230,Dinner,2,28,737.1,57.2,46.9,34.6,7.72,Gluten-Free;High-Protein;Halal
231,Savory Classic Spinach & Mushroom Omelette Style 231,Breakfast,0,12,402.1,32.9,5.5,27.8,2.6,Vegetarian;Keto;Gluten-Free;High-Protein;Halal
232,Hearty Savory Tofu & Mushroom Teriyaki Bowl Style 232,Dinner,2,33,431.2,24.8,43.4,20.7,3.83,Vegan;Vegetarian;Dairy-Free;Halal
233,Spicy Black Bean Burrito Bowl with Brown Rice Style 233,Lunch,1,19,441.7,18.0,67.5,12.0,2.58,Vegan;Vegetarian;Gluten-Free;Dairy-Free;Halal
234,Zesty Black Bean Burrito Bowl with Brown Rice Style 234,Lunch,1,19,451.1,18.7,69.3,12.0,2.54,Vegan;Vegetarian;Gluten-Free;Dairy-Free;Halal
235,Golden Black Bean Burrito Bowl with Brown Rice Style 235,Lunch,1,30,429.7,16.9,65.4,12.0,2.37,Vegan;Vegetarian;Gluten-Free;Dairy-Free;Halal
236,Smoky Apple Slices with Natural Peanut Butter Style 236,Snack,3,10,299.4,9.3,31.8,17.9,1.03,Vegan;Vegetarian;Gluten-Free;Dairy-Free;Halal
237,Savory Turkey Avocado BLT Wrap Style 237,Lunch,1,16,893.0,58.8,60.6,49.9,5.3,High-Protein;Halal
238,Smoky Creamy Garlic Parmesan Chicken Fettuccine Style 238,Dinner,2,32,962.3,73.7,39.4,55.7,4.34,High-Protein;Halal
239,Fiesta Tuna Salad Whole Wheat Wrap Style 239,Lunch,1,18,411.7,38.1,48.2,7.6,2.64,High-Protein;Halal
240,Zesty Savory Tofu & Mushroom Teriyaki Bowl Style 240,Dinner,2,31,459.2,28.2,44.6,22.1,4.38,Vegan;Vegetarian;Dairy-Free;Halal
241,Fiesta Berry Chia Yogurt Parfait Style 241,Breakfast,0,0,580.5,25.9,23.1,45.7,3.76,Vegetarian;Gluten-Free;Halal
242,Rustic Peanut Butter Banana Oatmeal Style 242,Breakfast,0,19,659.4,25.6,79.9,30.0,1.45,Vegan;Vegetarian;Dairy-Free;Halal
243,Fresh Strawberries & Dark Chocolate Walnut Cup Style 243,Snack,3,8,229.1,4.6,20.1,16.6,2.27,Vegan;Vegetarian;Gluten-Free;Halal
244,Savory Lean Ground Beef Stir-Fry with Brown Rice & Peppers Style 244,Dinner,2,35,541.1,43.8,36.3,26.0,3.94,Gluten-Free;Dairy-Free;High-Protein;Halal
245,Spicy Peanut Butter Banana Oatmeal Style 245,Breakfast,0,10,537.3,23.5,59.4,24.8,0.99,Vegan;Vegetarian;Dairy-Free;Halal
246,Roasted Mediterranean Chickpea & Avocado Salad Style 246,Lunch,1,19,546.9,12.9,43.2,39.8,2.91,Vegan;Vegetarian;Gluten-Free;Dairy-Free;Halal
247,Garden-Fresh Classic Spinach & Mushroom Omelette Style 247,Breakfast,0,13,281.9,12.1,4.1,25.1,1.78,Vegetarian;Keto;Gluten-Free;High-Protein;Halal
248,Herb-Crusted Savory Tofu & Mushroom Teriyaki Bowl Style 248,Dinner,2,32,445.8,23.8,50.2,19.9,3.83,Vegan;Vegetarian;Dairy-Free;Halal
249,Savory Apple Slices with Natural Peanut Butter Style 249,Snack,3,7,328.8,10.5,32.8,20.4,1.07,Vegan;Vegetarian;Gluten-Free;Dairy-Free;Halal
250,Fresh Banana Almond Protein Smoothie Style 250,Snack,3,12,404.5,16.7,49.2,18.4,1.79,Vegetarian;Gluten-Free;Halal
251,Fresh Lean Ground Beef Stir-Fry with Brown Rice & Peppers Style 251,Dinner,2,25,517.4,43.3,31.5,25.8,3.86,Gluten-Free;Dairy-Free;High-Protein;Halal
252,Rustic Hearty Lentil & Vegetable Stew Style 252,Dinner,2,45,370.1,13.8,57.2,10.9,1.86,Vegan;Vegetarian;Gluten-Free;Dairy-Free;Halal
253,Fiesta Lean Ground Beef Stir-Fry with Brown Rice & Peppers Style 253,Dinner,2,27,307.0,20.3,37.9,9.9,2.83,Gluten-Free;Dairy-Free;High-Protein;Halal
254,Rustic Savory Tofu & Mushroom Teriyaki Bowl Style 254,Dinner,2,31,420.3,23.4,45.6,19.0,3.92,Vegan;Vegetarian;Dairy-Free;Halal
255,Smoky Savory Tofu & Mushroom Teriyaki Bowl Style 255,Dinner,2,28,501.5,24.0,80.4,11.8,3.22,Vegan;Vegetarian;Dairy-Free;Halal
256,Savory Turkey Avocado BLT Wrap Style 256,Lunch,1,23,834.2,49.4,60.8,47.4,4.81,High-Protein;Halal
257,Fresh Berry Chia Yogurt Parfait Style 257,Breakfast,0,10,281.8,19.6,26.3,12.4,2.77,Vegetarian;Gluten-Free;Halal
258,Rustic Black Bean Burrito Bowl with Brown Rice Style 258,Lunch,1,28,445.8,17.1,69.2,12.1,2.54,Vegan;Vegetarian;Gluten-Free;Dairy-Free;Halal
259,Rustic Greek Yogurt Berry Nut Bowl Style 259,Breakfast,0,12,452.3,28.6,41.1,22.1,4.28,Vegetarian;Gluten-Free;High-Protein;Halal
260,Herb-Crusted Hearty Lentil & Vegetable Stew Style 260,Dinner,2,38,419.8,16.9,66.8,11.1,2.12,Vegan;Vegetarian;Gluten-Free;Dairy-Free;Halal
261,Spicy Turkey Avocado BLT Wrap Style 261,Lunch,1,21,902.9,60.3,60.9,50.2,5.45,High-Protein;Halal
262,Smoky Avocado & Egg Whole Wheat Toast Style 262,Breakfast,0,15,638.7,23.9,42.9,43.7,2.61,Vegetarian;Halal
263,Fresh Savory Tofu & Mushroom Teriyaki Bowl Style 263,Dinner,2,20,444.2,24.3,50.3,19.1,4.04,Vegan;Vegetarian;Dairy-Free;Halal
264,Herb-Crusted Peanut Butter Banana Oatmeal Style 264,Breakfast,0,13,500.6,21.8,54.8,23.5,0.89,Vegan;Vegetarian;Dairy-Free;Halal
265,Fiesta Avocado & Egg Whole Wheat Toast Style 265,Breakfast,0,12,637.8,23.9,42.7,43.7,2.58,Vegetarian;Halal
266,Fiesta Lean Ground Beef Stir-Fry with Brown Rice & Peppers Style 266,Dinner,2,20,499.8,42.8,27.6,25.7,3.81,Gluten-Free;Dairy-Free;High-Protein;Halal
267,Savory Creamy Tomato & Mozzarella Penne Style 267,Lunch,1,24,534.5,22.7,48.8,28.3,2.3,Vegetarian;Halal
268,Crispy High-Protein Tofu Breakfast Scramble Style 268,Breakfast,0,10,375.1,19.2,12.1,30.3,3.06,Vegan;Vegetarian;Gluten-Free;Dairy-Free;High-Protein;Halal
269,Fiesta Banana Almond Protein Smoothie Style 269,Snack,3,14,421.5,17.9,50.4,19.3,1.89,Vegetarian;Gluten-Free;Halal
270,Savory Grilled Chicken & Quinoa Harvest Bowl Style 270,Lunch,1,27,622.1,72.5,26.5,24.3,4.63,Gluten-Free;High-Protein;Halal
271,Fiesta Tuna Salad Whole Wheat Wrap Style 271,Lunch,1,14,411.6,37.3,48.6,7.8,2.65,High-Protein;Halal
272,Roasted Grilled Chicken & Quinoa Harvest Bowl Style 272,Lunch,1,27,591.3,65.6,28.4,23.5,4.37,Gluten-Free;High-Protein;Halal
273,Fiesta Hearty Lentil & Vegetable Stew Style 273,Dinner,2,41,532.1,17.3,72.2,21.1,2.45,Vegan;Vegetarian;Gluten-Free;Dairy-Free;Halal
274,Fiesta Savory Tofu & Mushroom Teriyaki Bowl Style 274,Dinner,2,32,410.6,22.7,43.6,18.9,3.79,Vegan;Vegetarian;Dairy-Free;Halal
275,Rustic Garlic Butter Shrimp with Zucchini Noodles & Tomatoes Style 275,Dinner,2,23,494.6,65.0,14.9,20.8,7.46,Keto;Gluten-Free;High-Protein;Low-Carb;Halal
276,Rustic Avocado & Egg Whole Wheat Toast Style 276,Breakfast,0,7,638.7,23.9,42.9,43.7,2.61,Vegetarian;Halal
277,Garden-Fresh Black Bean Burrito Bowl with Brown Rice Style 277,Lunch,1,16,426.2,16.1,65.3,12.1,2.39,Vegan;Vegetarian;Gluten-Free;Dairy-Free;Halal
278,Fiesta Black Bean Burrito Bowl with Brown Rice Style 278,Lunch,1,23,444.2,17.8,68.4,12.1,2.4,Vegan;Vegetarian;Gluten-Free;Dairy-Free;Halal
279,Golden Berry Chia Yogurt Parfait Style 279,Breakfast,0,2,523.5,26.4,25.9,38.4,3.41,Vegetarian;Gluten-Free;Halal
280,Garden-Fresh Tuna Salad Whole Wheat Wrap Style 280,Lunch,1,10,464.9,50.3,48.0,7.7,3.2,High-Protein;Halal
281,Herb-Crusted Turkey Avocado BLT Wrap Style 281,Lunch,1,11,736.4,43.4,60.3,38.3,4.15,High-Protein;Halal
282,Golden Hearty Lentil & Vegetable Stew Style 282,Dinner,2,40,476.5,16.6,70.1,16.1,2.23,Vegan;Vegetarian;Gluten-Free;Dairy-Free;Halal
283,Crispy Mediterranean Chickpea & Avocado Salad Style 283,Lunch,1,8,616.2,17.3,65.7,36.2,4.82,Vegan;Vegetarian;Gluten-Free;Dairy-Free;Halal
284,Savory Pan-Seared Salmon with Garlic Butter Broccoli & Sweet Potato Style 284,Dinner,2,34,900.3,56.3,57.9,48.3,8.92,Gluten-Free;High-Protein;Halal
285,Smoky Apple Slices with Natural Peanut Butter Style 285,Snack,3,13,299.4,9.3,31.8,17.9,1.03,Vegan;Vegetarian;Gluten-Free;Dairy-Free;Halal
286,Garden-Fresh Grilled Chicken & Quinoa Harvest Bowl Style 286,Lunch,1,30,633.0,73.2,27.3,24.7,4.83,Gluten-Free;High-Protein;Halal
287,Smoky Classic Spinach & Mushroom Omelette Style 287,Breakfast,0,14,370.8,30.5,6.4,25.1,2.67,Vegetarian;Keto;Gluten-Free;High-Protein;Halal
288,Savory Tuna Salad Whole Wheat Wrap Style 288,Lunch,1,7,405.7,36.1,48.5,7.7,2.59,High-Protein;Halal
289,Savory Apple Slices with Natural Peanut Butter Style 289,Snack,3,-1,299.4,9.3,31.8,17.9,1.03,Vegan;Vegetarian;Gluten-Free;Dairy-Free;Halal
290,Fiesta Lean Ground Beef Stir-Fry with Brown Rice & Peppers Style 290,Dinner,2,30,699.6,63.0,30.0,38.5,5.24,Gluten-Free;Dairy-Free;High-Protein;Halal
291,Rustic Creamy Garlic Parmesan Chicken Fettuccine Style 291,Dinner,2,35,858.5,71.8,40.3,44.3,4.04,High-Protein;Halal
292,Savory Lean Ground Beef Stir-Fry with Brown Rice & Peppers Style 292,Dinner,2,21,635.5,53.8,35.0,32.7,4.64,Gluten-Free;Dairy-Free;High-Protein;Halal
293,Golden Grilled Chicken & Quinoa Harvest Bowl Style 293,Lunch,1,25,505.9,54.4,32.8,17.5,4.1,Gluten-Free;High-Protein;Halal
294,Crispy Classic Spinach & Mushroom Omelette Style 294,Breakfast,0,13,484.9,34.8,5.7,35.9,2.82,Vegetarian;Keto;Gluten-Free;High-Protein;Halal
295,Zesty Classic Spinach & Mushroom Omelette Style 295,Breakfast,0,12,469.0,29.8,5.4,36.8,2.61,Vegetarian;Keto;Gluten-Free;High-Protein;Halal
296,Fresh Apple Slices with Natural Peanut Butter Style 296,Snack,3,0,328.8,10.5,32.8,20.4,1.07,Vegan;Vegetarian;Gluten-Free;Dairy-Free;Halal
297,Fiesta Grilled Chicken & Quinoa Harvest Bowl Style 297,Lunch,1,25,571.8,61.3,29.7,23.0,4.37,Gluten-Free;High-Protein;Halal
298,Crispy Apple Slices with Natural Peanut Butter Style 298,Snack,3,11,299.4,9.3,31.8,17.9,1.03,Vegan;Vegetarian;Gluten-Free;Dairy-Free;Halal
299,Golden Berry Chia Yogurt Parfait Style 299,Breakfast,0,7,403.0,20.8,35.4,22.3,3.0,Vegetarian;Gluten-Free;Halal
300,Rustic Cheddar Cheese & Boiled Egg Power Snack Style 300,Snack,3,16,129.5,11.7,4.4,7.4,1.0,Vegetarian;Keto;Gluten-Free;High-Protein;Halal
301,Fiesta Grilled Chicken & Quinoa Harvest Bowl Style 301,Lunch,1,31,650.6,73.9,31.9,24.7,4.96,Gluten-Free;High-Protein;Halal
302,Roasted Hearty Lentil & Vegetable Stew Style 302,Dinner,2,38,406.0,19.7,72.9,5.7,2.12,Vegan;Vegetarian;Gluten-Free;Dairy-Free;Halal
303,Smoky Greek Yogurt Berry Nut Bowl Style 303,Breakfast,0,1,520.0,32.5,42.2,27.8,4.02,Vegetarian;Gluten-Free;High-Protein;Halal
304,Fresh Mediterranean Chickpea & Avocado Salad Style 304,Lunch,1,18,665.8,16.9,56.3,45.9,3.92,Vegan;Vegetarian;Gluten-Free;Dairy-Free;Halal
305,Zesty Apple Slices with Natural Peanut Butter Style 305,Snack,3,2,270.0,8.0,30.8,15.4,0.99,Vegan;Vegetarian;Gluten-Free;Dairy-Free;Halal
306,Hearty Apple Slices with Natural Peanut Butter Style 306,Snack,3,7,328.8,10.5,32.8,20.4,1.07,Vegan;Vegetarian;Gluten-Free;Dairy-Free;Halal
307,Spicy Berry Chia Yogurt Parfait Style 307,Breakfast,0,4,268.9,18.5,25.2,11.9,2.54,Vegetarian;Gluten-Free;Halal
308,Garden-Fresh Creamy Tomato & Mozzarella Penne Style 308,Lunch,1,17,657.4,32.3,67.4,30.8,2.38,Vegetarian;Halal
309,Garden-Fresh Turkey Avocado BLT Wrap Style 309,Lunch,1,25,898.6,60.0,60.0,50.2,5.29,High-Protein;Halal
310,Golden Cheddar Cheese & Boiled Egg Power Snack Style 310,Snack,3,14,282.8,19.3,3.4,21.4,1.22,Vegetarian;Keto;Gluten-Free;High-Protein;Halal
311,Fiesta Mediterranean Chickpea & Avocado Salad Style 311,Lunch,1,19,548.8,15.2,51.2,35.5,3.52,Vegan;Vegetarian;Gluten-Free;Dairy-Free;Halal
312,Zesty Apple Slices with Natural Peanut Butter Style 312,Snack,3,5,270.0,8.0,30.8,15.4,0.99,Vegan;Vegetarian;Gluten-Free;Dairy-Free;Halal
313,Fresh Cheddar Cheese & Boiled Egg Power Snack Style 313,Snack,3,5,152.2,13.0,2.8,9.7,0.88,Vegetarian;Keto;Gluten-Free;High-Protein;Halal
314,Fiesta Strawberries & Dark Chocolate Walnut Cup Style 314,Snack,3,10,319.8,5.3,12.6,29.9,2.4,Vegan;Vegetarian;Gluten-Free;Halal
315,Smoky Tuna Salad Whole Wheat Wrap Style 315,Lunch,1,20,411.6,37.3,48.6,7.8,2.65,High-Protein;Halal
316,Golden Pan-Seared Salmon with Garlic Butter Broccoli & Sweet Potato Style 316,Dinner,2,34,717.4,70.7,44.5,28.4,5.26,Gluten-Free;High-Protein;Halal
317,Golden Classic Spinach & Mushroom Omelette Style 317,Breakfast,0,25,277.3,10.0,3.6,25.8,1.6,Vegetarian;Keto;Gluten-Free;High-Protein;Halal
318,Crispy Classic Spinach & Mushroom Omelette Style 318,Breakfast,0,19,689.2,36.3,59.0,36.5,3.14,Vegetarian;Keto;Gluten-Free;High-Protein;Halal
319,Hearty Black Bean Burrito Bowl with Brown Rice Style 319,Lunch,1,30,346.6,15.0,55.7,8.2,2.13,Vegan;Vegetarian;Gluten-Free;Dairy-Free;Halal
320,Savory Grilled Chicken & Quinoa Harvest Bowl Style 320,Lunch,1,35,535.5,48.1,26.4,26.5,3.62,Gluten-Free;High-Protein;Halal
321,Rustic Strawberries & Dark Chocolate Walnut Cup Style 321,Snack,3,10,252.2,5.1,18.5,19.8,1.92,Vegan;Vegetarian;Gluten-Free;Halal
322,Spicy Berry Chia Yogurt Parfait Style 322,Breakfast,0,11,375.5,10.6,38.4,22.5,2.5,Vegetarian;Gluten-Free;Halal
323,Crispy Savory Tofu & Mushroom Teriyaki Bowl Style 323,Dinner,2,35,503.3,30.0,52.5,22.9,4.55,Vegan;Vegetarian;Dairy-Free;Halal
324,Hearty Apple Slices with Natural Peanut Butter Style 324,Snack,3,-1,270.0,8.0,30.8,15.4,0.99,Vegan;Vegetarian;Gluten-Free;Dairy-Free;Halal
325,Fresh Garlic Butter Shrimp with Zucchini Noodles & Tomatoes Style 325,Dinner,2,21,575.6,72.9,22.3,22.4,8.78,Keto;Gluten-Free;High-Protein;Low-Carb;Halal
326,Zesty High-Protein Tofu Breakfast Scramble Style 326,Breakfast,0,18,360.6,17.2,13.2,28.9,2.99,Vegan;Vegetarian;Gluten-Free;Dairy-Free;High-Protein;Halal
327,Garden-Fresh Creamy Tomato & Mozzarella Penne Style 327,Lunch,1,15,477.2,21.7,47.4,23.2,2.1,Vegetarian;Halal
328,Fresh Banana Almond Protein Smoothie Style 328,Snack,3,3,403.5,17.6,49.9,17.4,1.87,Vegetarian;Gluten-Free;Halal
329,Fresh Peanut Butter Banana Oatmeal Style 329,Breakfast,0,20,734.0,27.7,93.7,31.3,1.86,Vegan;Vegetarian;Dairy-Free;Halal
330,Herb-Crusted Greek Yogurt Berry Nut Bowl Style 330,Breakfast,0,10,411.1,24.1,35.7,21.8,3.8,Vegetarian;Gluten-Free;High-Protein;Halal
331,Zesty Mediterranean Chickpea & Avocado Salad Style 331,Lunch,1,14,380.4,13.7,43.6,18.8,2.72,Vegan;Vegetarian;Gluten-Free;Dairy-Free;Halal
332,Rustic High-Protein Tofu Breakfast Scramble Style 332,Breakfast,0,16,352.0,20.8,13.8,26.3,3.23,Vegan;Vegetarian;Gluten-Free;Dairy-Free;High-Protein;Halal
333,Hearty Creamy Garlic Parmesan Chicken Fettuccine Style 333,Dinner,2,27,938.0,87.6,34.3,48.4,4.81,High-Protein;Halal
